Sample GSI YEAR MONTH Location Sex
1450 1450 0.0759 2 12 1 1
1451 1451 0.073 2 2 1 1
1452 1452 0.0711 2 2 1 1
1453 1453 0.0707 2 1 1 1
1456 1456 0.0688 2 12 1 1
1461 1461 0.0639 2 12 1 1
1470 1470 0.0583 2 11 1 1
1475 1475 0.0546 2 12 1 1
1477 1477 0.054 2 2 1 1
1478 1478 0.0519 2 2 1 1
1479 1479 0.0511 2 1 1 1
1481 1481 0.0497 2 12 1 1
1485 1485 0.0456 2 12 1 1
1486 1486 0.0451 2 10 1 1
1487 1487 0.0427 2 1 1 1
1490 1490 0.0422 2 2 1 1
1491 1491 0.0409 2 12 1 1
1497 1497 0.0356 2 2 1 1
1499 1499 0.0327 2 11 1 1
1502 1502 0.0311 2 1 1 1
1505 1505 0.0279 2 1 1 1
1506 1506 0.0275 2 2 1 1
1507 1507 0.0273 2 1 1 1
1508 1508 0.0271 2 12 1 1
1510 1510 0.023 2 2 1 1
1514 1514 0.0198 2 2 1 1
1515 1515 0.0188 2 1 1 1
1517 1517 0.0157 2 4 3 1
1518 1518 0.0156 2 11 1 1
1519 1519 0.0072 2 8 1 1
1671 1671 4.5461 3 4 1 1
1676 1676 4.3298 3 10 1 1
1679 1679 4.0077 3 7 1 1
1683 1683 3.8539 3 7 1 1
1685 1685 3.6782 3 7 1 1
1686 1686 3.5841 3 8 1 1
1687 1687 3.5432 3 6 1 1
1691 1691 3.3677 3 6 1 1
1692 1692 3.3474 3 10 1 1
1693 1693 3.3018 3 7 1 1
1694 1694 3.2127 3 7 1 1
1695 1695 3.2008 3 6 1 1
1696 1696 3.1724 3 11 1 1
1697 1697 3.1514 3 6 1 1
1698 1698 3.1343 3 7 1 1
1699 1699 3.1056 3 7 1 1
1700 1700 3.0962 3 6 1 1
1701 1701 3.0758 3 7 1 1
1702 1702 3.0692 3 6 1 1
1704 1704 3.0409 3 7 1 1
1705 1705 2.9466 3 5 1 1
1706 1706 2.9211 3 7 1 1
1707 1707 2.9071 3 6 1 1
1708 1708 2.9065 3 8 1 1
1709 1709 2.902 3 8 1 1
1711 1711 2.8672 3 10 1 1
1713 1713 2.8344 3 7 3 1
1715 1715 2.8229 3 4 1 1
1716 1716 2.7935 3 7 1 1
1717 1717 2.787 3 7 1 1
1718 1718 2.7839 3 5 1 1
1719 1719 2.7711 3 5 1 1
1720 1720 2.7686 3 7 1 1
1721 1721 2.7548 3 10 1 1
1722 1722 2.7387 3 4 1 1
1723 1723 2.7273 3 7 3 1
1725 1725 2.7076 3 7 1 1
1726 1726 2.7019 3 10 3 1
1727 1727 2.6984 3 6 1 1
1728 1728 2.6953 3 8 1 1
1729 1729 2.6621 3 9 1 1
1730 1730 2.6569 3 4 1 1
1731 1731 2.6483 3 6 1 1
1732 1732 2.6345 3 6 1 1
1733 1733 2.6009 3 6 1 1
1734 1734 2.5895 3 6 1 1
1735 1735 2.5777 3 7 1 1
1736 1736 2.5763 3 7 1 1
1737 1737 2.5321 3 5 1 1
1738 1738 2.4984 3 10 1 1
1739 1739 2.4976 3 6 1 1
1740 1740 2.4955 3 6 1 1
1741 1741 2.4953 3 4 1 1
1742 1742 2.4917 3 5 1 1
1743 1743 2.4906 3 4 1 1
1744 1744 2.478 3 7 1 1
1745 1745 2.4763 3 6 1 1
1746 1746 2.4601 3 6 1 1
1747 1747 2.4528 3 4 1 1
1748 1748 2.4522 3 6 1 1
1749 1749 2.4475 3 9 1 1
1750 1750 2.4073 3 4 1 1
1752 1752 2.3846 3 4 1 1
1753 1753 2.3827 3 9 1 1
1754 1754 2.3782 3 6 1 1
1755 1755 2.3742 3 11 1 1
1756 1756 2.3645 3 4 1 1
1757 1757 2.3625 3 4 1 1
1758 1758 2.3624 3 5 1 1
1759 1759 2.3578 3 5 1 1
1761 1761 2.3242 3 6 1 1
1762 1762 2.3231 3 5 1 1
1763 1763 2.3218 3 4 1 1
1764 1764 2.311 3 1 1 1
1765 1765 2.3086 3 6 1 1
1766 1766 2.3085 3 10 1 1
1767 1767 2.3047 3 7 1 1
1768 1768 2.2917 3 4 1 1
1769 1769 2.2888 3 4 1 1
1771 1771 2.2751 3 2 1 1
1772 1772 2.2742 3 9 1 1
1773 1773 2.2736 3 7 1 1
1774 1774 2.2594 3 6 1 1
1775 1775 2.2491 3 7 1 1
1776 1776 2.238 3 9 1 1
1777 1777 2.2111 3 8 1 1
1778 1778 2.1912 3 6 1 1
1779 1779 2.1726 3 6 1 1
1780 1780 2.169 3 7 1 1
1781 1781 2.1686 3 7 1 1
1782 1782 2.1526 3 8 1 1
1783 1783 2.1248 3 4 1 1
1784 1784 2.1041 3 6 1 1
1785 1785 2.0947 3 5 1 1
1786 1786 2.0845 3 5 1 1
1787 1787 2.0833 3 10 1 1
1788 1788 2.08 3 6 1 1
1789 1789 2.0667 3 5 1 1
1790 1790 2.0643 3 8 1 1
1791 1791 2.0612 3 6 1 1
1792 1792 2.0554 3 5 1 1
1794 1794 2.0401 3 10 1 1
1796 1796 2.0305 3 9 1 1
1798 1798 1.9926 3 9 1 1
1799 1799 1.9837 3 6 1 1
1800 1800 1.9816 3 3 1 1
1801 1801 1.9756 3 9 1 1
1802 1802 1.9244 3 9 1 1
1803 1803 1.916 3 9 1 1
1805 1805 1.9085 3 9 1 1
1806 1806 1.9068 3 9 1 1
1808 1808 1.9007 3 9 1 1
1809 1809 1.8888 3 4 1 1
1810 1810 1.8596 3 5 1 1
1811 1811 1.8502 3 5 1 1
1812 1812 1.8322 3 8 1 1
1813 1813 1.8243 3 6 1 1
1814 1814 1.8182 3 4 1 1
1815 1815 1.8095 3 9 1 1
1816 1816 1.8072 3 5 1 1
1817 1817 1.8044 3 7 1 1
1818 1818 1.7994 3 5 1 1
1819 1819 1.7952 3 5 1 1
1820 1820 1.7925 3 9 1 1
1822 1822 1.7585 3 9 1 1
1823 1823 1.7311 3 9 3 1
1825 1825 1.7191 3 11 1 1
1826 1826 1.7188 3 5 1 1
1828 1828 1.6951 3 9 1 1
1829 1829 1.6734 3 10 1 1
1830 1830 1.6631 3 4 1 1
1831 1831 1.6514 3 11 1 1
1832 1832 1.645 3 8 1 1
1833 1833 1.6377 3 9 1 1
1834 1834 1.6106 3 5 1 1
1835 1835 1.5946 3 9 1 1
1836 1836 1.5662 3 3 1 1
1837 1837 1.5612 3 2 1 1
1838 1838 1.5555 3 6 1 1
1839 1839 1.545 3 11 1 1
1841 1841 1.5331 3 11 1 1
1842 1842 1.5242 3 3 1 1
1843 1843 1.519 3 8 1 1
1844 1844 1.5174 3 5 1 1
1845 1845 1.506 3 3 1 1
1846 1846 1.5055 3 9 3 1
1847 1847 1.5054 3 11 1 1
1848 1848 1.4969 3 8 1 1
1849 1849 1.476 3 8 1 1
1850 1850 1.4748 3 5 1 1
1852 1852 1.4721 3 4 1 1
1853 1853 1.4637 3 12 1 1
1854 1854 1.4465 3 11 1 1
1855 1855 1.4455 3 9 3 1
1856 1856 1.4385 3 1 3 1
1857 1857 1.4383 3 7 3 1
1858 1858 1.4375 3 9 3 1
1859 1859 1.4367 3 9 1 1
1860 1860 1.4204 3 9 1 1
1861 1861 1.4124 3 9 1 1
1862 1862 1.4107 3 5 1 1
1863 1863 1.407 3 3 1 1
1864 1864 1.3994 3 5 1 1
1865 1865 1.3938 3 8 1 1
1866 1866 1.3854 3 11 1 1
1867 1867 1.3794 3 8 1 1
1868 1868 1.3684 3 11 1 1
1869 1869 1.3625 3 11 1 1
1870 1870 1.357 3 9 1 1
1871 1871 1.3457 3 6 1 1
1872 1872 1.3228 3 11 1 1
1873 1873 1.3191 3 3 1 1
1874 1874 1.3018 3 5 1 1
1876 1876 1.2695 3 4 1 1
1877 1877 1.2689 3 8 1 1
1878 1878 1.2687 3 9 1 1
1879 1879 1.2545 3 1 2 1
1880 1880 1.2413 3 9 1 1
1881 1881 1.2359 3 7 3 1
1882 1882 1.2348 3 3 1 1
1884 1884 1.1933 3 5 1 1
1886 1886 1.1803 3 3 1 1
1887 1887 1.1557 3 8 1 1
1888 1888 1.1346 3 7 3 1
1889 1889 1.1332 3 11 1 1
1891 1891 1.1124 3 3 1 1
1892 1892 1.1097 3 3 1 1
1893 1893 1.1 3 5 1 1
1894 1894 1.0995 3 7 3 1
1895 1895 1.0958 3 7 3 1
1896 1896 1.091 3 5 1 1
1897 1897 1.0879 3 3 1 1
1898 1898 1.0764 3 10 1 1
1900 1900 1.0433 3 7 1 1
1901 1901 1.0409 3 4 1 1
1902 1902 1.0259 3 3 1 1
1903 1903 1.0227 3 3 1 1
1904 1904 1.0056 3 9 1 1
1905 1905 1.0048 3 9 1 1
1906 1906 1.0021 3 11 1 1
1907 1907 1 3 11 1 1
1908 1908 0.9969 3 3 1 1
1910 1910 0.9792 3 8 1 1
1912 1912 0.9745 3 2 1 1
1913 1913 0.9741 3 3 1 1
1915 1915 0.9387 3 7 3 1
1917 1917 0.9287 3 3 1 1
1919 1919 0.9184 3 11 1 1
1921 1921 0.8971 3 3 1 1
1923 1923 0.8571 3 3 1 1
1925 1925 0.8534 3 2 1 1
1926 1926 0.8441 3 2 1 1
1927 1927 0.842 3 8 1 1
1928 1928 0.8369 3 7 1 1
1929 1929 0.8263 3 9 3 1
1930 1930 0.8244 3 9 1 1
1931 1931 0.8195 3 11 1 1
1933 1933 0.7965 3 3 1 1
1934 1934 0.7955 3 4 1 1
1935 1935 0.7752 3 3 1 1
1936 1936 0.7643 3 4 1 1
1937 1937 0.7608 3 11 1 1
1938 1938 0.751 3 4 1 1
1939 1939 0.7396 3 2 1 1
1941 1941 0.7136 3 8 1 1
1943 1943 0.7083 3 2 1 1
1946 1946 0.6008 3 7 3 1
1947 1947 0.5955 3 4 1 1
1949 1949 0.5633 3 9 1 1
1951 1951 0.554 3 8 1 1
1952 1952 0.5498 3 5 1 1
1954 1954 0.5351 3 7 1 1
1956 1956 0.5061 3 2 1 1
1957 1957 0.502 3 7 1 1
1958 1958 0.4844 3 4 1 1
1959 1959 0.4828 3 1 2 1
1961 1961 0.4717 3 11 1 1
1962 1962 0.4716 3 3 1 1
1967 1967 0.4537 3 1 2 1
1968 1968 0.4526 3 2 1 1
1973 1973 0.4446 3 2 1 1
1974 1974 0.4367 3 3 1 1
1975 1975 0.4354 3 1 1 1
1978 1978 0.4311 3 4 1 1
1980 1980 0.4154 3 4 1 1
1981 1981 0.4107 3 2 1 1
1984 1984 0.385 3 2 1 1
1991 1991 0.36 3 4 1 1
1992 1992 0.357 3 11 1 1
1994 1994 0.3437 3 3 1 1
1995 1995 0.3315 3 4 1 1
2010 2010 0.3086 3 11 1 1
2022 2022 0.2821 3 1 1 1
2024 2024 0.2777 3 1 1 1
2026 2026 0.2747 3 1 1 1
2032 2032 0.2645 3 1 1 1
2039 2039 0.2587 3 1 3 1
2040 2040 0.2577 3 7 1 1
2041 2041 0.2571 3 1 1 1
2047 2047 0.238 3 9 1 1
2053 2053 0.2344 3 3 1 1
2055 2055 0.2313 3 1 1 1
2058 2058 0.2274 3 1 2 1
2060 2060 0.2253 3 9 1 1
2063 2063 0.2223 3 1 1 1
2066 2066 0.2193 3 12 1 1
2067 2067 0.2189 3 1 2 1
2068 2068 0.2148 3 12 1 1
2069 2069 0.2141 3 1 1 1
2071 2071 0.2097 3 12 1 1
2072 2072 0.2095 3 12 1 1
2073 2073 0.2076 3 2 1 1
2074 2074 0.2067 3 2 1 1
2076 2076 0.2054 3 12 1 1
2077 2077 0.2044 3 1 2 1
2079 2079 0.2031 3 1 1 1
2082 2082 0.2013 3 12 1 1
2084 2084 0.1986 3 1 2 1
2085 2085 0.1985 3 2 3 1
2086 2086 0.198 3 2 1 1
2087 2087 0.1973 3 1 2 1
2090 2090 0.1955 3 1 1 1
2093 2093 0.1898 3 3 1 1
2094 2094 0.1869 3 2 1 1
2096 2096 0.1854 3 1 2 1
2098 2098 0.182 3 1 1 1
2101 2101 0.1786 3 1 1 1
2102 2102 0.1735 3 1 3 1
2105 2105 0.1698 3 1 2 1
2108 2108 0.1663 3 1 2 1
2109 2109 0.1622 3 1 1 1
2111 2111 0.1608 3 3 1 1
2113 2113 0.1605 3 12 1 1
2118 2118 0.1599 3 2 1 1
2120 2120 0.1586 3 1 1 1
2121 2121 0.1584 3 1 2 1
2122 2122 0.1584 3 2 1 1
2123 2123 0.1583 3 1 1 1
2129 2129 0.1563 3 1 1 1
2131 2131 0.155 3 1 2 1
2132 2132 0.1545 3 1 2 1
2135 2135 0.1536 3 12 1 1
2136 2136 0.1535 3 2 1 1
2138 2138 0.1528 3 12 1 1
2139 2139 0.1527 3 1 2 1
2141 2141 0.1509 3 1 2 1
2143 2143 0.15 3 12 1 1
2144 2144 0.15 3 2 1 1
2146 2146 0.1462 3 12 1 1
2147 2147 0.1456 3 1 2 1
2148 2148 0.1436 3 1 2 1
2149 2149 0.1415 3 12 1 1
2151 2151 0.1411 3 2 1 1
2157 2157 0.1383 3 2 1 1
2158 2158 0.1374 3 2 1 1
2163 2163 0.1328 3 11 1 1
2168 2168 0.1319 3 12 1 1
2169 2169 0.1303 3 1 2 1
2170 2170 0.1301 3 1 2 1
2171 2171 0.1296 3 12 1 1
2172 2172 0.1293 3 12 1 1
2173 2173 0.1287 3 1 2 1
2174 2174 0.1286 3 1 2 1
2175 2175 0.1282 3 12 1 1
2176 2176 0.1274 3 2 1 1
2177 2177 0.1272 3 12 1 1
2178 2178 0.1265 3 1 1 1
2180 2180 0.126 3 12 1 1
2182 2182 0.1246 3 2 1 1
2183 2183 0.1236 3 1 1 1
2185 2185 0.122 3 1 2 1
2186 2186 0.1211 3 1 2 1
2187 2187 0.1211 3 2 1 1
2189 2189 0.1206 3 12 1 1
2190 2190 0.1202 3 1 2 1
2191 2191 0.1202 3 2 1 1
2192 2192 0.1189 3 12 1 1
2193 2193 0.1162 3 12 1 1
2194 2194 0.1156 3 12 1 1
2196 2196 0.1137 3 1 1 1
2197 2197 0.1135 3 1 2 1
2198 2198 0.1132 3 1 1 1
2201 2201 0.1124 3 1 2 1
2202 2202 0.1116 3 10 1 1
2205 2205 0.1051 3 12 1 1
2206 2206 0.1051 3 1 1 1
2207 2207 0.1045 3 12 1 1
2208 2208 0.1041 3 12 1 1
2209 2209 0.1031 3 1 2 1
2210 2210 0.1021 3 1 1 1
2212 2212 0.1 3 4 1 1
2213 2213 0.0991 3 1 2 1
2214 2214 0.099 3 1 1 1
2215 2215 0.0984 3 12 1 1
2218 2218 0.0954 3 1 2 1
2220 2220 0.0932 3 12 1 1
2221 2221 0.091 3 12 1 1
2223 2223 0.089 3 1 3 1
2225 2225 0.0877 3 10 1 1
2226 2226 0.0875 3 1 1 1
2227 2227 0.0866 3 1 1 1
2228 2228 0.0854 3 2 1 1
2230 2230 0.0844 3 1 2 1
2231 2231 0.0831 3 10 1 1
2233 2233 0.0798 3 1 1 1
2237 2237 0.0714 3 10 1 1
2238 2238 0.0706 3 10 1 1
2239 2239 0.0686 3 1 1 1
2240 2240 0.0679 3 10 1 1
2243 2243 0.0644 3 2 1 1
2244 2244 0.0643 3 1 1 1
2246 2246 0.0639 3 11 1 1
2248 2248 0.0637 3 11 1 1
2249 2249 0.0633 3 10 1 1
2251 2251 0.0593 3 11 1 1
2252 2252 0.0568 3 10 1 1
2254 2254 0.0558 3 10 1 1
2256 2256 0.0533 3 10 1 1
2257 2257 0.0519 3 10 1 1
2259 2259 0.0502 3 10 1 1
2260 2260 0.0479 3 10 1 1
2264 2264 0.0435 3 10 1 1
2265 2265 0.0433 3 11 1 1
2266 2266 0.0411 3 10 1 1
2267 2267 0.0407 3 11 1 1
2271 2271 0.0387 3 11 1 1
2272 2272 0.0366 3 10 1 1
2273 2273 0.035 3 10 1 1
2276 2276 0.0275 3 11 1 1
2279 2279 0.024 3 10 1 1
2280 2280 0.0237 3 10 1 1
2281 2281 0.0207 3 10 1 1
2282 2282 0.0124 3 7 1 1
2283 2283 0.0064 3 7 1 1
2384 2384 3.9413 4 8 1 1
2388 2388 3.5933 4 7 1 1
2389 2389 3.5575 4 9 1 1
2390 2390 3.4574 4 8 1 1
2393 2393 3.215 4 8 1 1
2394 2394 3.1444 4 8 1 1
2396 2396 3.0629 4 7 1 1
2397 2397 3.0269 4 8 1 1
2398 2398 3.0089 4 7 1 1
2399 2399 2.9877 4 12 1 1
2400 2400 2.8942 4 7 1 1
2401 2401 2.8734 4 8 1 1
2402 2402 2.8268 4 12 1 1
2403 2403 2.811 4 8 1 1
2405 2405 2.7886 4 9 1 1
2406 2406 2.7764 4 7 1 1
2407 2407 2.7625 4 10 1 1
2408 2408 2.7169 4 7 1 1
2409 2409 2.6957 4 8 1 1
2410 2410 2.6439 4 7 1 1
2411 2411 2.626 4 7 1 1
2412 2412 2.6213 4 9 1 1
2413 2413 2.5917 4 8 1 1
2414 2414 2.5463 4 9 1 1
2415 2415 2.5134 4 7 1 1
2416 2416 2.4386 4 9 1 1
2417 2417 2.4196 4 9 1 1
2418 2418 2.4094 4 7 1 1
2419 2419 2.3914 4 12 1 1
2420 2420 2.3901 4 7 1 1
2421 2421 2.3556 4 12 1 1
2422 2422 2.3337 4 7 1 1
2423 2423 2.3228 4 8 1 1
2424 2424 2.2995 4 7 1 1
2425 2425 2.2863 4 8 1 1
2426 2426 2.2853 4 8 1 1
2427 2427 2.2784 4 8 1 1
2428 2428 2.2658 4 9 1 1
2429 2429 2.261 4 9 1 1
2430 2430 2.1705 4 9 1 1
2431 2431 2.1028 4 8 1 1
2432 2432 2.101 4 8 1 1
2433 2433 2.065 4 8 1 1
2434 2434 2.0529 4 9 1 1
2435 2435 2.0231 4 9 1 1
2436 2436 2.0204 4 12 1 1
2437 2437 2.006 4 7 1 1
2438 2438 2.0027 4 7 1 1
2439 2439 1.9752 4 9 1 1
2441 2441 1.9651 4 9 1 1
2442 2442 1.9554 4 7 1 1
2443 2443 1.9293 4 7 1 1
2444 2444 1.9247 4 12 1 1
2445 2445 1.923 4 11 3 1
2446 2446 1.8931 4 7 1 1
2447 2447 1.8856 4 9 1 1
2448 2448 1.8512 4 9 1 1
2449 2449 1.843 4 7 1 1
2450 2450 1.8067 4 10 1 1
2451 2451 1.7896 4 7 1 1
2452 2452 1.7842 4 9 1 1
2453 2453 1.7537 4 7 1 1
2454 2454 1.746 4 12 1 1
2455 2455 1.7194 4 7 1 1
2456 2456 1.7106 4 11 3 1
2457 2457 1.7005 4 8 1 1
2458 2458 1.6958 4 9 1 1
2459 2459 1.6549 4 7 1 1
2460 2460 1.5621 4 9 1 1
2461 2461 1.505 4 10 1 1
2462 2462 1.5029 4 9 1 1
2463 2463 1.4699 4 7 1 1
2464 2464 1.4481 4 9 1 1
2465 2465 1.4393 4 9 1 1
2466 2466 1.4144 4 8 1 1
2467 2467 1.4098 4 12 1 1
2468 2468 1.3951 4 11 3 1
2469 2469 1.3893 4 8 1 1
2470 2470 1.3299 4 7 1 1
2471 2471 1.3233 4 9 1 1
2472 2472 1.3083 4 7 1 1
2473 2473 1.2351 4 9 1 1
2474 2474 1.2333 4 9 1 1
2475 2475 1.2084 4 7 1 1
2476 2476 1.1803 4 7 1 1
2477 2477 1.1533 4 8 1 1
2478 2478 1.1449 4 7 1 1
2480 2480 1.0771 4 8 1 1
2481 2481 1.0638 4 8 1 1
2482 2482 1.0622 4 9 1 1
2483 2483 1.0102 4 8 1 1
2484 2484 0.9857 4 9 1 1
2485 2485 0.9749 4 7 1 1
2486 2486 0.9003 4 8 1 1
2487 2487 0.8995 4 8 1 1
2488 2488 0.8811 4 8 1 1
2491 2491 0.7531 4 8 1 1
2493 2493 0.6579 4 9 1 1
2494 2494 0.6552 4 8 1 1
2495 2495 0.6546 4 8 1 1
2496 2496 0.6435 4 7 1 1
2497 2497 0.6407 4 8 1 1
2498 2498 0.6085 4 9 1 1
2501 2501 0.5 4 10 1 1
2504 2504 0.4441 4 9 1 1
2514 2514 0.2481 4 12 1 1
2521 2521 0.2082 4 12 1 1
2527 2527 0.1614 4 12 1 1
2529 2529 0.1516 4 12 1 1
2533 2533 0.1432 4 12 1 1
2534 2534 0.1432 4 12 1 1
2535 2535 0.1424 4 12 1 1
2536 2536 0.1419 4 12 1 1
2537 2537 0.1406 4 10 1 1
2538 2538 0.1406 4 12 1 1
2539 2539 0.1402 4 12 1 1
2542 2542 0.1366 4 12 1 1
2550 2550 0.1225 4 10 1 1
2552 2552 0.1206 4 10 1 1
2554 2554 0.1173 4 10 1 1
2555 2555 0.1103 4 12 1 1
2557 2557 0.1082 4 12 1 1
2558 2558 0.1078 4 12 1 1
2559 2559 0.1061 4 12 1 1
2560 2560 0.1057 4 12 1 1
2563 2563 0.1003 4 10 1 1
2564 2564 0.1 4 12 1 1
2565 2565 0.0996 4 12 1 1
2566 2566 0.0985 4 12 1 1
2567 2567 0.0977 4 12 1 1
2568 2568 0.0962 4 12 1 1
2569 2569 0.0952 4 12 1 1
2571 2571 0.0904 4 10 1 1
2572 2572 0.0902 4 10 1 1
2573 2573 0.0899 4 12 1 1
2574 2574 0.0894 4 12 1 1
2575 2575 0.0893 4 10 1 1
2576 2576 0.0891 4 12 1 1
2578 2578 0.0874 4 10 1 1
2579 2579 0.0849 4 10 1 1
2581 2581 0.0826 4 12 1 1
2582 2582 0.0806 4 12 1 1
2583 2583 0.0805 4 12 1 1
2585 2585 0.0796 4 12 1 1
2586 2586 0.0789 4 12 1 1
2588 2588 0.0786 4 10 1 1
2589 2589 0.0776 4 12 1 1
2590 2590 0.0773 4 12 1 1
2591 2591 0.0765 4 10 1 1
2592 2592 0.076 4 10 1 1
2593 2593 0.0757 4 9 1 1
2594 2594 0.0755 4 12 1 1
2595 2595 0.0741 4 10 1 1
2596 2596 0.0741 4 12 1 1
2597 2597 0.0733 4 12 1 1
2598 2598 0.0731 4 12 1 1
2599 2599 0.0728 4 12 1 1
2601 2601 0.071 4 12 1 1
2602 2602 0.0693 4 12 1 1
2604 2604 0.0678 4 12 1 1
2605 2605 0.0676 4 12 1 1
2607 2607 0.0657 4 10 1 1
2608 2608 0.0654 4 12 1 1
2609 2609 0.063 4 10 1 1
2611 2611 0.0577 4 12 1 1
2613 2613 0.0567 4 12 1 1
2614 2614 0.054 4 8 1 1
2616 2616 0.053 4 10 1 1
2617 2617 0.0497 4 12 1 1
2619 2619 0.0481 4 10 1 1
2622 2622 0.0455 4 10 1 1
2623 2623 0.0452 4 12 1 1
2624 2624 0.0423 4 10 1 1
2625 2625 0.0417 4 10 1 1
2626 2626 0.0398 4 10 1 1
2627 2627 0.0398 4 12 1 1
2628 2628 0.0367 4 10 1 1
2629 2629 0.0358 4 8 1 1
2630 2630 0.0356 4 12 1 1
2632 2632 0.0343 4 10 1 1
2633 2633 0.0335 4 10 1 1
2634 2634 0.0331 4 10 1 1
2636 2636 0.0307 4 10 1 1
2638 2638 0.0258 4 12 1 1
2640 2640 0.02 4 10 1 1
2642 2642 0.0165 4 12 1 1
2643 2643 0.0132 4 10 1 1
2644 2644 0.007 4 12 1 1
